2,204
3,155
4,199
4,230
5,173
5,215
6,159
6,208
7,161
7,186
7,119
8,96
8,166
9,129
9,162
10,125
10,181
11,151
11,198
11,155
12,133
12,133
12,164
12,151
13,151
13,170
14,161
14,216
14,162
14,130
15,124
15,148
15,143
16,132
16,180
16,139
17,120
17,173
17,140
17,102
17,92
18,116
18,116
18,88
19,88
19,138
19,109
20,87
20,122
20,108
21,83
21,151
21,131
21,114
22,83
22,86
22,74
23,114
23,114
23,71
24,71
25,127
25,109
25,109
26,87
26,130
26,114
27,112
27,113
28,97
28,138
28,121
29,94
29,118
30,121
30,162
30,160
30,143
31,123
31,157
32,137
34,193
35,152
35,218
35,191
36,170
36,219
37,185
37,242
37,203
38,196
38,290
38,267
38,260
39,238
39,313
39,265
39,249
40,234
40,292
40,249
41,238
41,284
41,257
42,228
42,279
42,255
43,224
43,288
43,257
43,206
44,188
44,233
44,202
44,165
45,213
45,180
45,163
46,163
46,222
46,191
47,243
47,223
47,194
48,255
48,255
49,219
49,271
49,215
50,198
50,232
50,183
51,163
51,211
52,194
52,202
52,160
53,151
53,218
53,181
54,148
54,213
54,170
55,169
55,193
55,159
56,148
56,180
56,166
57,150
57,192
57,183
57,127
58,127
58,189
58,173
58,146
59,146
59,245
59,194
59,168
60,205
60,160
60,153
61,180
61,180
61,113
62,186
62,151
62,138
63,178
63,162
63,140
64,196
64,150
64,150
65,85
65,139
66,105
66,164
66,135
67,96
67,134
67,111
68,91
68,116
68,103
69,85
69,123
70,100
70,136
71,101
71,132
72,68
72,104
72,89
73,54
73,83
74,67
74,89
75,67
75,99
76,69
76,115
76,88
77,60
77,88
77,73
78,54
78,76
79,58
79,101
79,69
80,46
80,77
81,58
81,90
82,64
83,88
83,123
84,101
84,108
85,106
86,70
86,87
87,63
87,103
88,71
88,85
89,57
89,86
90,68
90,83
91,61
91,75
92,55
93,57
93,69
94,58
95,74
95,98
96,54
97,67
97,101
98,64
98,62
99,42
100,53
100,69
101,40
102,44
102,70
103,37
103,39
104,39
104,35
105,35
105,68
106,48
106,74
106,55
107,102
107,87
107,66
108,104
108,104
108,69
109,69
109,97
109,71
110,116
110,109
111,81
111,131
111,88
112,134
113,95
113,129
114,102
114,144
115,118
115,168
116,126
116,161
117,133
117,176
118,121
118,110
119,85
120,85
120,88
121,62
122,98
122,118
123,85
123,122
124,102
124,115
125,91
125,98
126,70
126,91
127,71
127,94
127,69
128,69
129,69
129,129
130,91
130,117
131,102
131,121
132,103
132,153
133,120
133,164
134,137
134,138
135,111
135,146
136,122
136,74
137,74
137,76
138,76
138,64
139,90
140,64
140,97
141,81
141,112
142,84
142,122
143,71
143,97
144,56
144,84
145,51
146,61
146,108
147,50
148,50
148,103
149,56
149,81
150,48
151,55
151,73
152,53
152,39
153,75
154,42
154,63
155,40
156,53
157,102
157,143
158,82
159,90
